category,label,moved,original,orig_label,prediction,pred_label,wup_sim
134650,Kids' & Teens' Benches & Stools,False,66741,Kids' & Teens' Furniture,66741,Kids' & Teens' Furniture,1.0
134671,Plant Hooks & Hangers,False,179308,"Plant Care Supplies, Soil & Accessories",179308,"Plant Care Supplies, Soil & Accessories",1.0
134674,Rotisseries,True,20667,Small Kitchen Appliances,20625,"Kitchen, Dining & Bar Supplies",0.8
134727,Graters & Zesters,True,20635,Kitchen Tools & Gadgets,20625,"Kitchen, Dining & Bar Supplies",0.8
134728,Measuring Cups & Spoons,True,20635,Kitchen Tools & Gadgets,261694,Collectible Kitchen Tools & Gadgets,0.0
134734,Ironing Board Covers & Accessories,False,20620,Household Laundry Supplies,20620,Household Laundry Supplies,1.0
134750,Fish Pond Supplies,False,20754,Fish & Aquariums,20754,Fish & Aquariums,1.0
134754,Dog Vitamins & Supplements,False,134752,Dog Health Care Supplies,134752,Dog Health Care Supplies,1.0
134755,Dog Odor & Stain Removal Supplies,True,20742,Dog Supplies,134752,Dog Health Care Supplies,0.8
134756,Baby Bathing & Grooming Gift Sets,False,20394,Baby Bathing & Grooming Products,20394,Baby Bathing & Grooming Products,1.0
134758,Diaper Stackers,False,45455,Baby Diapering Products,45455,Baby Diapering Products,1.0
134761,Toddler Safety Harnesses,False,20433,Baby Safety & Health Products,20433,Baby Safety & Health Products,1.0
134762,Baby Car Window Signs & Decals,True,20433,Baby Safety & Health Products,66692,Baby Car Safety Seats,0.5
134764,Baby Safety Outlet Covers,True,184339,Baby Proofing,2984,Baby Essentials,0.5
134765,Jewelry Making Pliers & Shears,False,160679,Beading & Jewelry Making Tools,160679,Beading & Jewelry Making Tools,1.0
134783,Craft Stamp Handles & Mounts,False,3122,Craft Stamping & Embossing Supplies,3122,Craft Stamping & Embossing Supplies,1.0
134784,Tatting & Lacemaking Shuttles,False,183231,Tatting & Lacemaking Tools & Supplies,183231,Tatting & Lacemaking Tools & Supplies,1.0
134790,Cat Pheromone Sprays & Plugs-Ins,False,20737,Cat Supplies,20737,Cat Supplies,1.0
134791,Dog Skin & Coat Care Supplies,False,134752,Dog Health Care Supplies,134752,Dog Health Care Supplies,1.0
134792,Dog Eye Care Supplies,False,134752,Dog Health Care Supplies,134752,Dog Health Care Supplies,1.0
134793,Dog Whelping Supplies,False,20742,Dog Supplies,20742,Dog Supplies,1.0
136699,Cell Phone Displays,True,15032,"Cell Phones, Smart Watches & Accessories",9394,Cell Phone Accessories,0.6666666666666666
136814,Cake Pans,True,259321,Bakeware,258561,Commercial Bakeware,0.0
136820,Carpet Tiles,False,20571,Rugs & Carpets,20571,Rugs & Carpets,1.0
137750,Serving Utensils & Sets,False,20637,"Flatware, Knives & Cutlery",20637,"Flatware, Knives & Cutlery",1.0
137839,Men's Necklaces & Pendants,False,10290,Men's Jewelry,10290,Men's Jewelry,1.0
137843,Men's Cufflinks,False,10290,Men's Jewelry,10290,Men's Jewelry,1.0
137856,Men's Rings,False,10290,Men's Jewelry,10290,Men's Jewelry,1.0
137861,Medicine Balls,True,28064,Fitness Equipment & Gear,15273,"Fitness, Running & Yoga Equipment",0.8
137862,Fitness Hand Grippers,True,28064,Fitness Equipment & Gear,15273,"Fitness, Running & Yoga Equipment",0.8
137864,Barbells & Attachments,True,28066,Strength Training Equipment,15273,"Fitness, Running & Yoga Equipment",0.8
137865,Dumbbells,True,28066,Strength Training Equipment,15273,"Fitness, Running & Yoga Equipment",0.8
137866,Wrist & Ankle Weights,True,28066,Strength Training Equipment,15273,"Fitness, Running & Yoga Equipment",0.8
138995,Serving Carts,False,149242,"Outdoor Heating, Cooking & Eating",149242,"Outdoor Heating, Cooking & Eating",1.0
138996,Outdoor Daybeds,False,25863,Patio & Garden Furniture,25863,Patio & Garden Furniture,1.0
139001,Frost Protection for Plants,False,179308,"Plant Care Supplies, Soil & Accessories",179308,"Plant Care Supplies, Soil & Accessories",1.0
139029,Liberia Coins,True,127144,African Coins,256,World Coins,0.8
139454,Fishing Pants,False,179978,"Fishing Clothing, Shoes & Accessories",179978,"Fishing Clothing, Shoes & Accessories",1.0
139467,Fishing Feeders,True,179973,Fishing Terminal Tackle,1492,Fishing Equipment & Supplies,0.8
139577,Horse Treats,False,139576,Horse Feed & Supplements,139576,Horse Feed & Supplements,1.0
139588,Electric Horse Fence Chargers,True,85214,Horse Stable Accessories,3153,Equestrian Equipment,0.8571428571428571
139601,Horse Halters,False,57268,Horse Wear,57268,Horse Wear,1.0
139609,Horse Lead Ropes,True,57268,Horse Wear,85178,Horse Driving Equipment,0.75
139771,US Back of book Postal Stamp Proofs & Essays,False,47141,US Back of Book Stamps,47141,US Back of Book Stamps,1.0
139773,US First Flight Stamp Covers,True,139772,US Event Stamp Covers,47147,US Stamp Covers,0.8571428571428571
139774,US Naval Stamp Covers,True,139772,US Event Stamp Covers,47147,US Stamp Covers,0.8571428571428571
139775,US Space Stamp Covers,True,139772,US Event Stamp Covers,47147,US Stamp Covers,0.8571428571428571
139777,US First Day Covers (1931-1940),False,139776,US First Day Covers (Pre-1951),139776,US First Day Covers (Pre-1951),1.0
139778,US First Day Covers (1941-1950),True,139776,US First Day Covers (Pre-1951),139779,US First Day Covers (1951-Now),0.75
139780,US First Day Covers (1951-1960),False,139779,US First Day Covers (1951-Now),139779,US First Day Covers (1951-Now),1.0
139781,US First Day Covers (1961-1970),False,139779,US First Day Covers (1951-Now),139779,US First Day Covers (1951-Now),1.0
139782,US First Day Covers (1971-1980),False,139779,US First Day Covers (1951-Now),139779,US First Day Covers (1951-Now),1.0
139783,US First Day Covers (1981-1990),False,139779,US First Day Covers (1951-Now),139779,US First Day Covers (1951-Now),1.0
139784,US First Day Covers (1991-2000),True,139779,US First Day Covers (1951-Now),687,US First Day Covers (2001-Now),0.8888888888888888
139789,Football Postal Stamps,False,65208,Sports Postal Stamps,65208,Sports Postal Stamps,1.0
139790,Soccer Postal Stamps,False,65208,Sports Postal Stamps,65208,Sports Postal Stamps,1.0
139792,Fake & Reproduction Stamps,True,7898,Specialty Philately,4752,Topical Postal Stamps,0.5
139793,Flag & National Emblem Postal Stamps,False,4752,Topical Postal Stamps,4752,Topical Postal Stamps,1.0
139794,Holiday Postal Stamps,False,4752,Topical Postal Stamps,4752,Topical Postal Stamps,1.0
139796,Military & War Postal Stamps,False,4752,Topical Postal Stamps,4752,Topical Postal Stamps,1.0
139806,US Buffalo Nickels (1913-1938),False,11951,US Nickels,11951,US Nickels,1.0
139837,Car GPS Software & Maps,False,139836,Car GPS Accessories & Tracking,139836,Car GPS Accessories & Tracking,1.0
139844,Electric Shaver Accessories,False,180512,Electric Shavers,180512,Electric Shavers,1.0
139849,Patio & Garden Furniture Sets,False,25863,Patio & Garden Furniture,25863,Patio & Garden Furniture,1.0
139861,Gardening Boots & Shoes,False,159473,"Garden Clothing, Accessories & Protective Gear",159473,"Garden Clothing, Accessories & Protective Gear",1.0
139864,Gardening Gloves & Knee Pads,False,159473,"Garden Clothing, Accessories & Protective Gear",159473,"Garden Clothing, Accessories & Protective Gear",1.0
139868,Lopper Garden Tools,False,181033,Garden Hand Tools & Equipment,181033,Garden Hand Tools & Equipment,1.0
139869,Garden Saws,False,181033,Garden Hand Tools & Equipment,181033,Garden Hand Tools & Equipment,1.0
139870,Scythes & Sickles,False,181033,Garden Hand Tools & Equipment,181033,Garden Hand Tools & Equipment,1.0
139871,Pruning Shears & Snips,False,181033,Garden Hand Tools & Equipment,181033,Garden Hand Tools & Equipment,1.0
139872,Hedge & Grass Shears,False,181033,Garden Hand Tools & Equipment,181033,Garden Hand Tools & Equipment,1.0
139909,Complete Drip Irrigation Kits for Pots & Garden Irrigation,False,260938,Garden Irrigation Systems,260938,Garden Irrigation Systems,1.0
139915,Water Storage & Rain Barrels,False,29521,Garden Watering Equipment,29521,Garden Watering Equipment,1.0
139921,Pond & Fountain Pumps,False,93632,"Outdoor Ponds, Fountains & Water Features",93632,"Outdoor Ponds, Fountains & Water Features",1.0
139939,Greenhouses & Cold Frames,False,177017,Garden Structures & Shade Equipment,177017,Garden Structures & Shade Equipment,1.0
139946,Fence Panels,False,177032,"Garden & Patio Fencing, Privacy Screens & Gates",177032,"Garden & Patio Fencing, Privacy Screens & Gates",1.0
139948,Garden Gates,False,177032,"Garden & Patio Fencing, Privacy Screens & Gates",177032,"Garden & Patio Fencing, Privacy Screens & Gates",1.0
139949,Fence Posts,False,177032,"Garden & Patio Fencing, Privacy Screens & Gates",177032,"Garden & Patio Fencing, Privacy Screens & Gates",1.0
139950,Fence Railings,False,177032,"Garden & Patio Fencing, Privacy Screens & Gates",177032,"Garden & Patio Fencing, Privacy Screens & Gates",1.0
139956,"Garden Sheds, Summerhouses & Carports",False,177017,Garden Structures & Shade Equipment,177017,Garden Structures & Shade Equipment,1.0
139962,US Novelty Coins,False,253,US Coins,253,US Coins,1.0
139965,Gold Bullion Nuggets,False,45134,Gold Bullion,45134,Gold Bullion,1.0
139967,So-Called Dollars,True,3452,Exonumia,11116,Coins & Paper Money,0.6666666666666666
139968,Telephone Answering Machines,False,3286,Home Telephones & Accessories,3286,Home Telephones & Accessories,1.0
139971,Video Game Consoles,False,1249,Video Games & Consoles,1249,Video Games & Consoles,1.0
139973,Video Games,False,1249,Video Games & Consoles,1249,Video Games & Consoles,1.0
140010,Fashion Toe Rings,False,10968,Fashion Jewelry,10968,Fashion Jewelry,1.0
140037,Youth Sport Swimwear,True,123707,Sports Swimwear,159136,Water Sports,0.6666666666666666
140041,Men's Sport Swimwear,False,123707,Sports Swimwear,123707,Sports Swimwear,1.0
140051,Women's Sport Swimwear,True,123707,Sports Swimwear,159136,Water Sports,0.6666666666666666
141087,Gibraltar Paper Money,False,45339,European Paper Money,45339,European Paper Money,1.0
141146,UK Commemorative Coins,False,3394,UK Coins,3394,UK Coins,1.0
141151,UK Proof Coin Sets,False,3394,UK Coins,3394,UK Coins,1.0
141249,Speaker Building Components,False,184647,Speaker Parts & Components,184647,Speaker Parts & Components,1.0
141262,Woofer Parts,False,184647,Speaker Parts & Components,184647,Speaker Parts & Components,1.0
141474,Shoe Brushes,True,185103,Shoe Care & Repair Supplies,106121,Clothing & Shoe Care Products,0.8571428571428571
141475,Shoe Care Sets,True,185103,Shoe Care & Repair Supplies,106121,Clothing & Shoe Care Products,0.8571428571428571
141482,Pool & Spa Thermometers,True,181057,Pool Chemicals & Testing Supplies,181067,"Pool Equipment, Parts & Accessories",0.75
141574,Cricket Training Aids,False,21557,Cricket Gear,21557,Cricket Gear,1.0
141577,Rugby Training Aids,False,261243,Rugby Gear,261243,Rugby Gear,1.0
142503,Hard Times Tokens,True,3452,Exonumia,11116,Coins & Paper Money,0.6666666666666666
144062,Comic Book & Manga Artbooks,True,63,"Comic Books, Manga & Memorabilia",33346,Manga & Asian Comics,0.8
145700,Kerry Blue Terrier Collectibles,False,10823,Dog Collectibles,10823,Dog Collectibles,1.0
145822,Afghanistan Stamps,False,181422,Middle Eastern Stamps,181422,Middle Eastern Stamps,1.0
145824,Argentina Stamps,True,181417,Latin American Stamps,13740,Latin American Collectibles,0.0
145825,Bolivia Stamps,False,181417,Latin American Stamps,181417,Latin American Stamps,1.0
145826,Brazil Stamps,True,181417,Latin American Stamps,13740,Latin American Collectibles,0.0
145827,Chile Stamps,False,181417,Latin American Stamps,181417,Latin American Stamps,1.0
145828,Colombia Stamps,False,181417,Latin American Stamps,181417,Latin American Stamps,1.0
145829,Costa Rica Stamps,False,181417,Latin American Stamps,181417,Latin American Stamps,1.0
145831,Ecuador Stamps,False,181417,Latin American Stamps,181417,Latin American Stamps,1.0
145832,El Salvador Stamps,True,181417,Latin American Stamps,13740,Latin American Collectibles,0.0
145833,Guatemala Stamps,False,181417,Latin American Stamps,181417,Latin American Stamps,1.0
145834,Haiti Stamps,False,179377,Caribbean Stamps,179377,Caribbean Stamps,1.0
145835,Honduras Stamps,True,181417,Latin American Stamps,13740,Latin American Collectibles,0.0
145836,Nicaragua Stamps,True,181417,Latin American Stamps,13740,Latin American Collectibles,0.0
145837,Panama Stamps,False,181417,Latin American Stamps,181417,Latin American Stamps,1.0
145838,Paraguay Stamps,True,181417,Latin American Stamps,13740,Latin American Collectibles,0.0
145839,Peru Stamps,False,181417,Latin American Stamps,181417,Latin American Stamps,1.0
145840,Uruguay Stamps,False,181417,Latin American Stamps,181417,Latin American Stamps,1.0
145841,Venezuela Stamps,False,181417,Latin American Stamps,181417,Latin American Stamps,1.0
145842,Middle Eastern Stamp Collections & Lots,False,181422,Middle Eastern Stamps,181422,Middle Eastern Stamps,1.0
145931,"Alphabet & Language Blocks, Tiles & Mats",False,145930,Alphabet & Language Toys,145930,Alphabet & Language Toys,1.0
145933,Alphabet & Language Magnet Toys,False,145930,Alphabet & Language Toys,145930,Alphabet & Language Toys,1.0
145934,Alphabet & Language Puzzles,False,145930,Alphabet & Language Toys,145930,Alphabet & Language Toys,1.0
145935,Time Telling Toys,True,11731,Educational Toys,19169,Preschool Toys & Pretend Play,0.5
145937,Infant & Toddler Reading & Writing Toys,False,145936,Reading & Writing Toys,145936,Reading & Writing Toys,1.0
145938,Preschool & Kindergarten Reading & Writing Toys,False,145936,Reading & Writing Toys,145936,Reading & Writing Toys,1.0
145939,Grade School Reading & Writing Toys,False,145936,Reading & Writing Toys,145936,Reading & Writing Toys,1.0
145940,Middle & High School Reading & Writing Toys,False,145936,Reading & Writing Toys,145936,Reading & Writing Toys,1.0
145942,Battery Operated Animal Toys,True,145941,Battery Operated Toys (1990-Now),19072,Battery Operated Toys,0.8571428571428571
145943,Battery Operated Radios & Musical Toys,True,145941,Battery Operated Toys (1990-Now),19072,Battery Operated Toys,0.8571428571428571
145944,Battery Operated Ride-On Toys & Accessories,True,145941,Battery Operated Toys (1990-Now),19072,Battery Operated Toys,0.8571428571428571
145945,Battery Operated Talking Toys,True,145941,Battery Operated Toys (1990-Now),19072,Battery Operated Toys,0.8571428571428571
145946,Battery Operated Toy Vehicles,True,145941,Battery Operated Toys (1990-Now),19071,"Electronic, Battery & Wind-Up Toys",0.6666666666666666
145977,Bubble Toys,False,11743,Outdoor Toys & Structures,11743,Outdoor Toys & Structures,1.0
145978,Outdoor Games,False,11743,Outdoor Toys & Structures,11743,Outdoor Toys & Structures,1.0
145979,Inflatable Bouncers,False,11743,Outdoor Toys & Structures,11743,Outdoor Toys & Structures,1.0
145987,Sand & Water Balls & Balloons,False,145986,Sand & Water Toys,145986,Sand & Water Toys,1.0
145988,Water Floats & Rafts,True,145986,Sand & Water Toys,159136,Water Sports,0.0
145989,Inflatable Pools,True,145986,Sand & Water Toys,159136,Water Sports,0.0
145990,Sandbox Toys and Sandboxes,False,145986,Sand & Water Toys,145986,Sand & Water Toys,1.0
145991,Water Squirting Toys,False,145986,Sand & Water Toys,145986,Sand & Water Toys,1.0
145992,Water Slides,True,145986,Sand & Water Toys,159136,Water Sports,0.0
145993,Water Toys,True,145986,Sand & Water Toys,159136,Water Sports,0.0
145995,Permanent Outdoor Playhouses,True,145994,"Outdoor Play Tents, Tunnels & Playhuts",11743,Outdoor Toys & Structures,0.8
145996,Pit Balls,True,145994,"Outdoor Play Tents, Tunnels & Playhuts",11743,Outdoor Toys & Structures,0.8
145997,Outdoor Play Tents,False,145994,"Outdoor Play Tents, Tunnels & Playhuts",145994,"Outdoor Play Tents, Tunnels & Playhuts",1.0
145998,Outdoor Play Tunnels,False,145994,"Outdoor Play Tents, Tunnels & Playhuts",145994,"Outdoor Play Tents, Tunnels & Playhuts",1.0
145999,Outdoor Trampolines,False,11743,Outdoor Toys & Structures,11743,Outdoor Toys & Structures,1.0
146000,Toy Parachutes,False,11743,Outdoor Toys & Structures,11743,Outdoor Toys & Structures,1.0
146004,Vintage Card Games,False,180350,Card Games & Poker,180350,Card Games & Poker,1.0
146076,Preschool Puzzles,True,19169,Preschool Toys & Pretend Play,11731,Educational Toys,0.5
146240,Dog Grooming Dryers,False,177792,Dog Grooming Supplies,177792,Dog Grooming Supplies,1.0
146241,Dog Grooming Tables,True,177792,Dog Grooming Supplies,20742,Dog Supplies,0.8
146242,Dog Ear Care Supplies,False,134752,Dog Health Care Supplies,134752,Dog Health Care Supplies,1.0
146243,Dog House Training Pads,True,116381,Dog Training & Obedience Supplies,20742,Dog Supplies,0.8
146244,Sonic Dog Trainers,False,116381,Dog Training & Obedience Supplies,116381,Dog Training & Obedience Supplies,1.0
146247,Dog Leashes & Head Collars,False,20742,Dog Supplies,20742,Dog Supplies,1.0
146289,"Sewing Purse Handles, Frames & Feet",True,183274,Sewing Foundations & Undergarments,183253,Sewing Closures & Connectors,0.6666666666666666
146290,Jewelry Making Beads,False,31723,Beads & Jewelry Making Supplies,31723,Beads & Jewelry Making Supplies,1.0
146301,Spacer Beads & Stoppers,True,150046,Beads & Jewelry Making Findings,31723,Beads & Jewelry Making Supplies,0.8
146309,Candle Making & Soap Making Guides,False,183683,Candle Making & Soap Making Supplies,183683,Candle Making & Soap Making Supplies,1.0
146318,Sewing Appliques,False,183270,Sewing Embellishments & Finishes,183270,Sewing Embellishments & Finishes,1.0
146324,Handcrafted Greeting Cards & Gift Tags,False,71183,Handcrafted & Finished Pieces,71183,Handcrafted & Finished Pieces,1.0
